,area_type,availability,total_sqft,price
5929,Super built-up  Area,20-Feb,1484,79.19
5930,Super built-up  Area,Ready To Move,1630,68.0
5931,Super built-up  Area,18-May,1451,52.43
5932,Super built-up  Area,19-Jul,1330,107.0
5933,Super built-up  Area,Ready To Move,2127,135.0
5934,Plot  Area,Ready To Move,875,120.0
5935,Plot  Area,Ready To Move,1260,65.0
5936,Super built-up  Area,Ready To Move,1173,45.75
5937,Super built-up  Area,Ready To Move,1445,56.0
5938,Super built-up  Area,Ready To Move,2250,400.0
5939,Plot  Area,18-Dec,1500,239.0
5940,Super built-up  Area,18-Nov,1349 - 3324,115.89
5941,Super built-up  Area,Ready To Move,1197,47.88
5942,Plot  Area,Ready To Move,1200,225.0
5943,Super built-up  Area,Ready To Move,3930,329.0
5944,Super built-up  Area,Ready To Move,1450,62.4
5945,Super built-up  Area,Ready To Move,1187,37.85
5946,Plot  Area,Ready To Move,4000,850.0
5947,Super built-up  Area,18-Aug,1050,41.0
5948,Super built-up  Area,18-May,1370,54.8
5949,Super built-up  Area,Ready To Move,1036,39.37
5950,Super built-up  Area,18-Jun,1275,41.2
5951,Super built-up  Area,Ready To Move,2010,115.0
5952,Super built-up  Area,Ready To Move,1418,106.0
5953,Super built-up  Area,Ready To Move,1265,46.6
5954,Super built-up  Area,Ready To Move,1576,58.0
5955,Super built-up  Area,Ready To Move,1148,56.0
5956,Super built-up  Area,Ready To Move,1000,36.0
5957,Super built-up  Area,Ready To Move,1293,85.0
5958,Plot  Area,18-May,1200,66.0
5959,Super built-up  Area,Ready To Move,1210,75.0
5960,Built-up  Area,Ready To Move,1126,69.0
5961,Built-up  Area,Ready To Move,1840,175.0
5962,Built-up  Area,Ready To Move,1440,70.0
5963,Built-up  Area,Ready To Move,1300,52.0
5964,Super built-up  Area,Ready To Move,1276,75.0
5965,Plot  Area,Ready To Move,600,105.0
5966,Super built-up  Area,Ready To Move,1216,83.0
5967,Super built-up  Area,18-Apr,840,75.0
5968,Plot  Area,Ready To Move,1240,300.0
5969,Built-up  Area,Ready To Move,1126,39.0
5970,Plot  Area,Ready To Move,45,23.0
5971,Super built-up  Area,18-May,1162,65.0
5972,Super built-up  Area,Ready To Move,1301,65.0
5973,Super built-up  Area,19-Dec,658,34.0
5974,Plot  Area,Ready To Move,1350,250.0
5975,Super built-up  Area,Ready To Move,2500,280.0
5976,Built-up  Area,Ready To Move,78.03Sq. Meter,63.0
5977,Built-up  Area,Ready To Move,1208.51,42.0
5978,Super built-up  Area,Ready To Move,1133,38.41
5979,Super built-up  Area,Ready To Move,1760,116.0
5980,Super built-up  Area,Ready To Move,1075,52.0
5981,Super built-up  Area,Ready To Move,940,25.38
5982,Super built-up  Area,Ready To Move,1145,57.0
5983,Super built-up  Area,Ready To Move,1255 - 1350,67.73
5984,Built-up  Area,Ready To Move,3900,550.0
5985,Super built-up  Area,Ready To Move,3300 - 3335,268.5
5986,Built-up  Area,Ready To Move,1300,50.0
5987,Super built-up  Area,Ready To Move,2475,326.0
5988,Super built-up  Area,Ready To Move,2040,200.0
5989,Built-up  Area,Ready To Move,1200,150.0
5990,Plot  Area,Ready To Move,2420,190.0
5991,Built-up  Area,Ready To Move,1216,80.0
5992,Super built-up  Area,Ready To Move,1459,110.0
5993,Super built-up  Area,Ready To Move,1622,80.0
5994,Super built-up  Area,Ready To Move,1843,85.0
5995,Super built-up  Area,20-Jan,1274,81.0
5996,Plot  Area,Ready To Move,600,52.0
5997,Super built-up  Area,Ready To Move,1430,69.5
5998,Plot  Area,Ready To Move,1800,280.0
5999,Super built-up  Area,Ready To Move,1565,57.91
6000,Super built-up  Area,Ready To Move,1670,160.0
6001,Super built-up  Area,Ready To Move,1695,150.0
6002,Super built-up  Area,Ready To Move,1410,75.0
6003,Super built-up  Area,Ready To Move,1060,42.0
6004,Built-up  Area,Ready To Move,1120,50.0
6005,Plot  Area,Ready To Move,880,50.0
6006,Super built-up  Area,19-Dec,1083,32.49
6007,Super built-up  Area,Ready To Move,1435,57.2
6008,Super built-up  Area,Ready To Move,1425,56.99
6009,Super built-up  Area,Ready To Move,900,50.0
6010,Built-up  Area,18-Feb,2400,93.0
6011,Built-up  Area,21-Dec,693,34.3
6012,Plot  Area,Ready To Move,600,90.0
6013,Super built-up  Area,20-Dec,2435,119.0
6014,Super built-up  Area,18-Aug,1920,150.0
6015,Super built-up  Area,18-Mar,630,47.0
6016,Super built-up  Area,Ready To Move,1075,50.0
6017,Plot  Area,Ready To Move,1200,101.0
6018,Super built-up  Area,Ready To Move,705,55.0
6019,Super built-up  Area,18-Dec,1200,75.6
6020,Super built-up  Area,Ready To Move,1532,62.0
6021,Super built-up  Area,Ready To Move,1330,93.0
6022,Plot  Area,Ready To Move,1200,210.0
6023,Built-up  Area,Ready To Move,1530,60.0
6024,Super built-up  Area,Ready To Move,1105,42.0
6025,Plot  Area,Ready To Move,1566,180.0
6026,Super built-up  Area,18-Jul,1630,95.1
6027,Built-up  Area,Ready To Move,1256,62.8
6028,Built-up  Area,Ready To Move,1200,180.0
6029,Built-up  Area,Ready To Move,1595,75.0
6030,Super built-up  Area,Ready To Move,1000,53.0
6031,Super built-up  Area,Ready To Move,1475,58.99
6032,Plot  Area,18-May,2400,285.0
6033,Super built-up  Area,18-May,1000,28.88
6034,Plot  Area,Ready To Move,2360,650.0
6035,Super built-up  Area,Ready To Move,1737,95.0
6036,Super built-up  Area,18-Aug,1000,28.88
6037,Super built-up  Area,Ready To Move,2100,150.0
6038,Built-up  Area,Ready To Move,3600,145.0
6039,Built-up  Area,Ready To Move,883,50.0
6040,Super built-up  Area,Ready To Move,1243,46.0
6041,Super built-up  Area,Ready To Move,1776,75.0
6042,Super built-up  Area,19-Dec,1347,37.72
6043,Super built-up  Area,Ready To Move,1330,55.0
6044,Plot  Area,Ready To Move,600,120.0
6045,Built-up  Area,Ready To Move,3730,370.0
6046,Super built-up  Area,Ready To Move,1459,135.0
6047,Super built-up  Area,19-Dec,2259,135.0
6048,Built-up  Area,Ready To Move,2700,160.0
6049,Super built-up  Area,Ready To Move,1008,32.25
6050,Super built-up  Area,Ready To Move,1200,52.5
6051,Super built-up  Area,18-May,2328,528.0
6052,Plot  Area,Ready To Move,600,110.0
6053,Super built-up  Area,Ready To Move,660,15.5
6054,Super built-up  Area,Ready To Move,1800,250.0
6055,Super built-up  Area,Ready To Move,3100,550.0
6056,Super built-up  Area,19-Aug,1180 - 1630,50.58
6057,Super built-up  Area,18-May,602,26.0
6058,Super built-up  Area,Ready To Move,1710,100.0
6059,Super built-up  Area,Ready To Move,1500,82.0
6060,Built-up  Area,Ready To Move,1539,60.0
6061,Plot  Area,Ready To Move,806,128.0
6062,Super built-up  Area,20-Dec,1100,53.0
6063,Super built-up  Area,Ready To Move,1151,49.0
6064,Super built-up  Area,Ready To Move,920,46.0
6065,Super built-up  Area,Ready To Move,1350,78.3
6066,Super built-up  Area,Ready To Move,1200,65.0
6067,Super built-up  Area,Ready To Move,1265,78.0
6068,Plot  Area,Ready To Move,600,60.0
6069,Super built-up  Area,18-Apr,1700,93.5
6070,Built-up  Area,Ready To Move,1600,75.0
6071,Built-up  Area,Ready To Move,1550,120.0
6072,Built-up  Area,Ready To Move,1560,125.0
6073,Plot  Area,18-Jan,1000,98.0
6074,Super built-up  Area,Ready To Move,1243,46.0
6075,Plot  Area,Ready To Move,1200,160.0
6076,Super built-up  Area,Ready To Move,1403,56.0
6077,Super built-up  Area,Ready To Move,1010,40.39
6078,Super built-up  Area,Ready To Move,1416,94.0
6079,Super built-up  Area,Ready To Move,1628,68.0
6080,Plot  Area,Ready To Move,1660.4,211.0
6081,Super built-up  Area,Ready To Move,1680,125.0
6082,Super built-up  Area,Ready To Move,1595,62.0
6083,Super built-up  Area,Ready To Move,1507,95.0
6084,Super built-up  Area,Ready To Move,2560,288.0
6085,Super built-up  Area,Ready To Move,1949,133.0
6086,Plot  Area,Ready To Move,800,175.0
6087,Built-up  Area,18-Dec,1000,28.88
6088,Super built-up  Area,20-Jun,905,50.0
6089,Super built-up  Area,Ready To Move,2480,245.0
6090,Super built-up  Area,Ready To Move,1495,200.0
6091,Super built-up  Area,Ready To Move,1605,105.0
6092,Built-up  Area,Ready To Move,1290,73.0
6093,Super built-up  Area,Ready To Move,1100,60.0
6094,Super built-up  Area,Ready To Move,2100,92.0
6095,Super built-up  Area,Ready To Move,995,49.8
6096,Plot  Area,Ready To Move,500,55.0
6097,Super built-up  Area,Ready To Move,3526,598.0
6098,Super built-up  Area,Ready To Move,1425,47.0
6099,Super built-up  Area,Ready To Move,1455,55.0
6100,Super built-up  Area,Ready To Move,550,23.0
6101,Super built-up  Area,Ready To Move,1385,48.48
6102,Plot  Area,Ready To Move,7000,210.0
6103,Super built-up  Area,Ready To Move,4000,130.0
6104,Super built-up  Area,18-May,1060,53.0
6105,Super built-up  Area,Ready To Move,1080,75.0
6106,Built-up  Area,Ready To Move,1783,125.0
6107,Super built-up  Area,18-Mar,1520,90.0
6108,Super built-up  Area,Ready To Move,1060,55.0
6109,Super built-up  Area,Ready To Move,1267,54.35
6110,Super built-up  Area,Ready To Move,1155,55.0
6111,Built-up  Area,Ready To Move,2500,180.0
6112,Super built-up  Area,Ready To Move,1240,65.0
6113,Super built-up  Area,Ready To Move,1570,78.0
6114,Super built-up  Area,Ready To Move,1019,45.9
6115,Super built-up  Area,Ready To Move,1355,76.0
6116,Super built-up  Area,Ready To Move,1537,110.0
6117,Super built-up  Area,Ready To Move,4075,226.0
6118,Super built-up  Area,Ready To Move,1550,52.45
6119,Built-up  Area,Ready To Move,1100,50.0
6120,Super built-up  Area,Ready To Move,1750,150.0
6121,Super built-up  Area,18-Mar,1466,71.0
6122,Super built-up  Area,Ready To Move,1550,72.5
6123,Super built-up  Area,Ready To Move,2300,102.0
6124,Super built-up  Area,19-Aug,540,22.5
6125,Plot  Area,Ready To Move,950,130.0
6126,Built-up  Area,Ready To Move,2800,250.0
6127,Super built-up  Area,Ready To Move,1020,48.0
6128,Super built-up  Area,Ready To Move,2880,501.0
6129,Super built-up  Area,Ready To Move,1987,165.0
6130,Super built-up  Area,Ready To Move,1305,75.0
6131,Built-up  Area,Ready To Move,2100,125.0
6132,Built-up  Area,18-Dec,1125,32.5
6133,Super built-up  Area,Ready To Move,1225,49.5
6134,Super built-up  Area,Ready To Move,1255,55.5
6135,Super built-up  Area,Ready To Move,1191,90.0
6136,Plot  Area,Ready To Move,3600,303.0
6137,Built-up  Area,18-Dec,1165,33.64
6138,Super built-up  Area,18-Apr,865,35.11
6139,Super built-up  Area,Ready To Move,1850,88.0
6140,Super built-up  Area,Ready To Move,497,17.0
6141,Super built-up  Area,19-Mar,1232,89.0
6142,Super built-up  Area,21-Nov,1732,85.73
6143,Super built-up  Area,Ready To Move,1614,100.0
6144,Built-up  Area,Ready To Move,600,22.0
6145,Super built-up  Area,Ready To Move,2072,155.0
6146,Super built-up  Area,Ready To Move,919,34.0
6147,Built-up  Area,Ready To Move,2100,90.0
6148,Built-up  Area,Ready To Move,672,54.0
6149,Built-up  Area,Ready To Move,800,110.0
6150,Plot  Area,Ready To Move,1200,150.0
6151,Super built-up  Area,Ready To Move,2849,250.0
6152,Built-up  Area,Ready To Move,1000,42.0
6153,Super built-up  Area,Ready To Move,1216,75.0
6154,Super built-up  Area,Ready To Move,2245,154.0
6155,Super built-up  Area,18-Feb,1476,125.0
6156,Super built-up  Area,Ready To Move,1852,130.0
6157,Super built-up  Area,18-Aug,1225,47.0
6158,Super built-up  Area,Ready To Move,1597,67.12
6159,Super built-up  Area,19-Dec,2423,160.0
6160,Super built-up  Area,19-Mar,1152,90.0
6161,Super built-up  Area,Ready To Move,1762,133.0
6162,Plot  Area,Ready To Move,1400,92.0
6163,Super built-up  Area,Ready To Move,1530,74.4
6164,Plot  Area,Ready To Move,2400,400.0
6165,Super built-up  Area,Ready To Move,1185,40.17
6166,Super built-up  Area,18-May,1890,108.0
6167,Super built-up  Area,Ready To Move,1247,58.0
6168,Plot  Area,Ready To Move,700,104.0
6169,Plot  Area,Ready To Move,1000,275.0
6170,Super built-up  Area,Ready To Move,1201,59.99
6171,Built-up  Area,18-Feb,830,40.0
6172,Built-up  Area,18-Jul,1165,30.29
6173,Super built-up  Area,Ready To Move,1100,55.0
6174,Built-up  Area,Ready To Move,1890,93.0
6175,Super built-up  Area,Ready To Move,1685,60.0
6176,Super built-up  Area,Ready To Move,3131,349.0
6177,Super built-up  Area,Ready To Move,1165,43.0
6178,Super built-up  Area,Ready To Move,827,45.0
6179,Plot  Area,Ready To Move,396,48.0
6180,Plot  Area,Ready To Move,1200,179.0
6181,Built-up  Area,Ready To Move,635,26.0
6182,Built-up  Area,Ready To Move,4000,380.0
6183,Super built-up  Area,Ready To Move,1050,50.0
6184,Built-up  Area,Ready To Move,600,76.0
6185,Super built-up  Area,22-May,1819.18,168.0
6186,Plot  Area,Ready To Move,1500,125.0
6187,Super built-up  Area,Ready To Move,1500,57.0
6188,Super built-up  Area,Ready To Move,2850,470.0
6189,Super built-up  Area,Ready To Move,1751,72.0
6190,Super built-up  Area,18-Jan,4750,1102.0
6191,Super built-up  Area,18-Jun,1020,40.89
6192,Super built-up  Area,Ready To Move,1148,43.5
6193,Super built-up  Area,18-Aug,1856,135.0
6194,Plot  Area,Ready To Move,1754,650.0
6195,Plot  Area,Ready To Move,4273,1100.0
6196,Super built-up  Area,Ready To Move,1060,49.27
6197,Built-up  Area,Ready To Move,1300,60.0
6198,Built-up  Area,Ready To Move,3000,100.0
6199,Super built-up  Area,Ready To Move,1325,65.0
6200,Super built-up  Area,Ready To Move,1261,61.0
6201,Super built-up  Area,Ready To Move,1100,46.0
6202,Built-up  Area,Ready To Move,700,33.0
6203,Super built-up  Area,Ready To Move,1675,135.0
6204,Plot  Area,Ready To Move,3400,190.0
6205,Super built-up  Area,18-Aug,3260,388.0
6206,Super built-up  Area,Ready To Move,1180,56.0
6207,Built-up  Area,Ready To Move,1160,45.0
6208,Super built-up  Area,Ready To Move,1863,105.0
6209,Super built-up  Area,Ready To Move,1914,149.0
6210,Super built-up  Area,Ready To Move,1458,79.0
6211,Plot  Area,Ready To Move,1200,115.0
6212,Built-up  Area,Ready To Move,1105,40.0
6213,Super built-up  Area,Ready To Move,3035,220.0
6214,Plot  Area,Ready To Move,1200,160.0
6215,Super built-up  Area,Ready To Move,1662,90.0
6216,Super built-up  Area,Ready To Move,1556,86.0
6217,Super built-up  Area,Ready To Move,918,50.0
6218,Super built-up  Area,Ready To Move,1455,98.0
6219,Super built-up  Area,Ready To Move,1205,70.0
6220,Super built-up  Area,Ready To Move,1194,65.0
6221,Plot  Area,Ready To Move,1200,75.0
6222,Built-up  Area,Ready To Move,1100,52.0
6223,Super built-up  Area,Ready To Move,1405,48.87
6224,Super built-up  Area,Ready To Move,929,56.0
6225,Built-up  Area,Ready To Move,3436,341.0
6226,Super built-up  Area,Ready To Move,1035,39.33
6227,Super built-up  Area,Ready To Move,2100,92.0
6228,Super built-up  Area,17-Jul,1065,40.47
6229,Super built-up  Area,22-Dec,1365 - 1700,84.29
6230,Plot  Area,Ready To Move,1500,150.0
6231,Plot  Area,Ready To Move,1200,99.0
6232,Super built-up  Area,18-Apr,1093,32.78
6233,Built-up  Area,Ready To Move,1250,45.0
6234,Super built-up  Area,Ready To Move,1680,105.0
6235,Super built-up  Area,Ready To Move,1146,50.0
6236,Super built-up  Area,18-Apr,1250,58.0
6237,Super built-up  Area,17-Oct,1451,60.44
6238,Super built-up  Area,Ready To Move,1424,55.0
6239,Super built-up  Area,Ready To Move,1435,62.0
6240,Super built-up  Area,18-Apr,658,26.91
6241,Super built-up  Area,18-Jan,1300,45.0
6242,Super built-up  Area,Ready To Move,1242,65.0
6243,Super built-up  Area,Ready To Move,1910,119.0
6244,Super built-up  Area,Ready To Move,1610,85.0
6245,Super built-up  Area,Ready To Move,1127,65.0
6246,Super built-up  Area,Ready To Move,1075,42.0
6247,Super built-up  Area,Ready To Move,1155,51.0
6248,Plot  Area,Ready To Move,1280,250.0
6249,Super built-up  Area,Ready To Move,1250,55.0
6250,Plot  Area,18-Mar,2200,160.0
6251,Built-up  Area,Ready To Move,2400,150.0
6252,Super built-up  Area,Ready To Move,876,29.5
6253,Super built-up  Area,Ready To Move,1850,89.0
6254,Super built-up  Area,18-Apr,1314,83.0
6255,Super built-up  Area,20-Aug,690,39.8
6256,Built-up  Area,Ready To Move,3500 - 3600,167.5
6257,Built-up  Area,Ready To Move,1230,55.0
6258,Super built-up  Area,18-May,920,37.2
6259,Built-up  Area,Ready To Move,1850,140.0
6260,Super built-up  Area,Ready To Move,1073,60.0
6261,Super built-up  Area,Ready To Move,1540,76.0
6262,Super built-up  Area,Ready To Move,1550,63.5
6263,Super built-up  Area,Ready To Move,1198,65.0
6264,Super built-up  Area,Ready To Move,1656,90.0
6265,Super built-up  Area,Ready To Move,1900,155.0
6266,Built-up  Area,Ready To Move,1910,142.0
6267,Super built-up  Area,Ready To Move,1003,43.0
6268,Built-up  Area,Ready To Move,122Sq. Yards,48.0
6269,Super built-up  Area,Ready To Move,1495,67.0
6270,Super built-up  Area,19-Dec,2172,76.02
6271,Plot  Area,Ready To Move,2400,358.0
6272,Plot  Area,Ready To Move,1200,95.0
6273,Super built-up  Area,Ready To Move,1548,65.0
6274,Plot  Area,18-Mar,5400,972.0
6275,Super built-up  Area,18-Dec,2830 - 2882,154.5
6276,Super built-up  Area,18-Jul,1689,103.0
6277,Super built-up  Area,Ready To Move,1031,53.0
6278,Super built-up  Area,18-Jul,2119,111.0
6279,Plot  Area,18-Dec,1200,46.13
6280,Super built-up  Area,Ready To Move,1060,37.0
6281,Super built-up  Area,Ready To Move,1100,61.0
6282,Plot  Area,Ready To Move,1350,225.0
6283,Plot  Area,Ready To Move,1050,80.0
6284,Super built-up  Area,Ready To Move,1250,77.88
6285,Super built-up  Area,18-May,1100,110.0
6286,Plot  Area,18-Aug,1200,46.13
6287,Super built-up  Area,Ready To Move,1420,46.0
6288,Super built-up  Area,18-Apr,1500,78.0
6289,Built-up  Area,Ready To Move,1942,155.0
6290,Super built-up  Area,18-Dec,1985,130.0
6291,Super built-up  Area,18-Apr,950,39.9
6292,Plot  Area,Ready To Move,1200,80.0
6293,Super built-up  Area,Ready To Move,1752,105.0
6294,Plot  Area,Ready To Move,1200,120.0
6295,Plot  Area,Ready To Move,1200,200.0
6296,Super built-up  Area,Ready To Move,1480,84.0
6297,Plot  Area,Ready To Move,600,81.0
6298,Super built-up  Area,Ready To Move,1826,130.0
6299,Super built-up  Area,Ready To Move,1035,39.33
6300,Built-up  Area,Ready To Move,2600,98.0
6301,Built-up  Area,Ready To Move,1667,92.0
6302,Super built-up  Area,Ready To Move,934,55.0
6303,Built-up  Area,Ready To Move,84.53Sq. Meter,69.34
6304,Super built-up  Area,Ready To Move,1620,76.0
6305,Super built-up  Area,17-Jun,1070,47.0
6306,Built-up  Area,Ready To Move,3600,180.0
6307,Super built-up  Area,18-Apr,1280,60.0
6308,Super built-up  Area,Ready To Move,1400,60.0
6309,Plot  Area,Ready To Move,1200,180.0
6310,Built-up  Area,Ready To Move,1330,64.0
6311,Super built-up  Area,19-Dec,1012,54.59
6312,Super built-up  Area,19-Dec,1611,48.33
6313,Super built-up  Area,Ready To Move,1405,58.0
6314,Super built-up  Area,Ready To Move,1515,90.0
6315,Super built-up  Area,Ready To Move,1830,150.0
6316,Built-up  Area,Ready To Move,1710,60.0
6317,Built-up  Area,Ready To Move,935,51.5
6318,Super built-up  Area,18-Apr,2197,136.0
6319,Plot  Area,Ready To Move,600,65.0
6320,Super built-up  Area,Ready To Move,1678,92.13
6321,Built-up  Area,Ready To Move,1410,80.0
6322,Super built-up  Area,Ready To Move,1125,65.0
6323,Super built-up  Area,Ready To Move,1191,55.38
6324,Super built-up  Area,Ready To Move,1200,79.0
